,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
131,131,Import inputs shortage paralyzes leather industry output,https://www.capitalethiopia.com/2023/01/30/import-inputs-shortage-paralyzes-leather-industry-output/,01-30-2023,0.031,0.876,0.093,0.9679,positive
132,132,Cement price caps come in to effect in Addis,https://www.capitalethiopia.com/2023/01/30/cement-price-caps-come-in-to-effect-in-addis/,01-30-2023,0.094,0.843,0.063,-0.8176,negative
133,133,"Excise tax draft on automobiles, telecommunication tables in parliament",https://www.capitalethiopia.com/2023/01/30/excise-tax-draft-on-automobiles-telecommunication-tables-in-parliament/,01-30-2023,0.05,0.892,0.057,0.5719,positive
134,134,Haile Grand Hotel opens its doors in the capital,https://www.capitalethiopia.com/2023/01/30/haile-grand-hotel-opens-its-doors-in-the-capital/,01-30-2023,0.032,0.832,0.136,0.9655,positive
135,135,Irish NGO Vita awards 12 innovative startups,https://www.capitalethiopia.com/2023/01/30/irish-ngo-vita-awards-12-innovative-startups/,01-30-2023,0.009,0.681,0.31,0.9975,positive
136,136,Gov’t discards rumors of official birr devaluation,https://www.capitalethiopia.com/2023/01/23/govt-discards-rumors-of-official-birr-devaluation/,01-23-2023,0.068,0.852,0.08,0.798,positive
137,137,"Rift between the rich, poor widens astronomically report reveals",https://www.capitalethiopia.com/2023/01/23/rift-between-the-rich-poor-widens-astronomically-report-reveals/,01-23-2023,0.084,0.69,0.227,0.9981,positive
138,138,General inflation records fractional decrease,https://www.capitalethiopia.com/2023/01/23/general-inflation-records-fractional-decrease/,01-23-2023,0.035,0.893,0.072,0.7579,positive
139,139,Hijra bank remains sturdy in maiden financial year despite loss,https://www.capitalethiopia.com/2023/01/23/hijra-bank-remains-sturdy-in-maiden-financial-year-despite-loss/,01-23-2023,0.043,0.82,0.137,0.9839,positive
140,140,HRW says growing authoritarianism causing huge suffering,https://www.capitalethiopia.com/2023/01/23/hrw-says-growing-authoritarianism-causing-huge-suffering/,01-23-2023,0.229,0.7,0.071,-0.9994,negative
141,141,Federal Supreme Court president Meaza Ashenafi and vice president Solomon Areda...,https://www.capitalethiopia.com/2023/01/17/federal-supreme-court-president-meaza-ashenafi-and-vice-president-solomon-areda-resigned-from-their-post-tedros-miheret-is-now-appointed-as-president/,01-17-2023,0.102,0.714,0.184,0.3818,positive
142,142,Artisanal invading gold miners derailing Kurmuk operations to be kicked out,https://www.capitalethiopia.com/2023/01/16/artisanal-invading-gold-miners-derailing-kurmuk-operations-to-be-kicked-out/,01-16-2023,0.084,0.774,0.142,0.9694,positive
143,143,Tele leads the corporate scene as it generates 33.8 bln birr...,https://www.capitalethiopia.com/2023/01/16/tele-leads-the-corporate-scene-as-it-generates-33-8-bln-birr-in-2nd-q/,01-16-2023,0.022,0.821,0.157,0.995,positive
144,144,France grants Ethiopia 32 mln euros to help country recoup,https://www.capitalethiopia.com/2023/01/16/france-grants-ethiopia-32-mln-euros-to-help-country-recoup/,01-16-2023,0.075,0.751,0.174,0.9829,positive
145,145,Preparations afoot for the annual CSO week scheduled for May,https://www.capitalethiopia.com/2023/01/16/preparations-afoot-for-the-annual-cso-week-scheduled-for-may/,01-16-2023,0.0,0.723,0.277,0.9977,positive
146,146,Dashen Bank reinvents credit service with ‘Dube’,https://www.capitalethiopia.com/2023/01/16/dashen-bank-reinvents-credit-service-with-dube/,01-16-2023,0.056,0.783,0.161,0.9751,positive
147,147,Tele partners with GETFACTet to empower the young generation,https://www.capitalethiopia.com/2023/01/09/tele-partners-with-getfactet-to-empower-the-young-generation/,01-09-2023,0.029,0.687,0.285,0.9937,positive
148,148,Directive to pave way for exporters to sell coffee in foreign...,https://www.capitalethiopia.com/2023/01/09/directive-to-pave-way-for-exporters-to-sell-coffee-in-foreign-currency-locally/,01-09-2023,0.008,0.826,0.166,0.9955,positive
149,149,NBE beefs up capacity to shoulder growing financial responsibilities,https://www.capitalethiopia.com/2023/01/09/nbe-beefs-up-capacity-to-shoulder-growing-financial-responsibilities/,01-09-2023,0.0,0.832,0.168,0.9955,positive
150,150,Amount of blocked airline funds rising,https://www.capitalethiopia.com/2023/01/09/amount-of-blocked-airline-funds-rising/,01-09-2023,0.083,0.774,0.143,0.9738,positive
151,151,"Unexpected downpour in Djibouti impedes port, road logistics",https://www.capitalethiopia.com/2023/01/02/unexpected-downpour-in-djibouti-impedes-port-road-logistics/,01-02-2023,0.086,0.828,0.086,-0.0258,neutral
152,152,Oromia Insurance levels up as profits hit new milestone,https://www.capitalethiopia.com/2023/01/01/oromia-insurance-levels-up-as-profits-hit-new-milestone/,01-01-2023,0.017,0.861,0.122,0.9861,positive
153,153,"Oromia bank, Islamic Affairs Supreme Council bank agrees for a one-window...",https://www.capitalethiopia.com/2023/01/01/oromia-bank-islamic-affairs-supreme-council-bank-agrees-for-a-one-window-interest-free-service/,01-01-2023,0.0,0.777,0.223,0.9766,positive
154,154,"Anbesa Int’l Bank, Shirshir Addis join forces to advance investments",https://www.capitalethiopia.com/2023/01/01/anbesa-intl-bank-shirshir-addis-join-forces-to-advance-investments/,01-01-2023,0.007,0.789,0.204,0.9896,positive
155,155,Ethiopia’s truce agreement forecasted to spring Djibouti economic activities,https://www.capitalethiopia.com/2022/12/25/ethiopias-truce-agreement-forecasted-to-spring-djibouti-economic-activities/,12-25-2022,0.068,0.703,0.229,0.9947,positive
156,156,Nile Insurance flows in waves of profit,https://www.capitalethiopia.com/2022/12/25/nile-insurance-flows-in-waves-of-profit/,12-25-2022,0.025,0.845,0.13,0.9828,positive
157,157,Wegagen bank marks a rejuvenated comeback financial year,https://www.capitalethiopia.com/2022/12/25/wegagen-bank-marks-a-rejuvenated-comeback-financial-year/,12-25-2022,0.023,0.765,0.212,0.9962,positive
158,158,"Oromia Cooperative, CBE pair to develop digital loan repayment system for...",https://www.capitalethiopia.com/2022/12/25/oromia-cooperative-cbe-pair-to-develop-digital-loan-repayment-system-for-farmers/,12-25-2022,0.047,0.854,0.1,0.8126,positive
159,159,Addis successfully hosts the 7th edition of Afri Print and Packaging...,https://www.capitalethiopia.com/2022/12/25/addis-successfully-hosts-the-7th-edition-of-afri-print-and-packaging-expo/,12-25-2022,0.012,0.831,0.158,0.9517,positive
160,160,"Ashewa, Africom, ICT park collaborate to propel Ethiopia’s digital economy",https://www.capitalethiopia.com/2022/12/25/ashewa-africom-ict-park-collaborate-to-propel-ethiopias-digital-economy/,12-25-2022,0.0,0.915,0.085,0.6705,positive
161,161,Young cyber security techies exhibit prowess at the Science Museum,https://www.capitalethiopia.com/2022/12/25/young-cyber-security-techies-exhibit-prowess-at-the-science-museum/,12-25-2022,0.012,0.768,0.22,0.9911,positive
162,162,Nation Launches Integrated Measles Immunization Campaign,https://www.capitalethiopia.com/2022/12/25/nation-launches-integrated-measles-immunization-campaign/,12-25-2022,0.159,0.818,0.023,-0.8393,negative
163,163,Nyala Insurance profit soars,https://www.capitalethiopia.com/2022/12/18/nyala-insurance-profit-soars/,12-18-2022,0.026,0.8,0.173,0.9928,positive
164,164,Bunna Bank hits the colossal billion birr profit mark,https://www.capitalethiopia.com/2022/12/18/bunna-bank-hits-the-colossal-billion-birr-profit-mark/,12-18-2022,0.037,0.745,0.218,0.992,positive
165,165,"ECA, MoTRI translate AfCFTA to Amharic to facilitate domestic policy processes",https://www.capitalethiopia.com/2022/12/18/eca-motri-translate-afcfta-to-amharic-to-facilitate-domestic-policy-processes/,12-18-2022,0.0,0.775,0.225,0.9961,positive
166,166,Abay Insurance outshines its profit targets,https://www.capitalethiopia.com/2022/12/18/abay-insurance-outshines-its-profit-targets/,12-18-2022,0.029,0.745,0.225,0.9971,positive
167,167,Addis gears to host a premier international print and packaging expo...,https://www.capitalethiopia.com/2022/12/18/addis-gears-to-host-a-premier-international-print-and-packaging-expo-in-africa/,12-18-2022,0.005,0.765,0.23,0.9958,positive
168,168,"Afripay commences operation of Point of Sale, payment gateway services",https://www.capitalethiopia.com/2022/12/18/afripay-commences-operation-of-point-of-sale-payment-gateway-services/,12-18-2022,0.006,0.811,0.184,0.9899,positive
169,169,"Somalia, Ethiopia and Afghanistan tops IRC’s emergency watchlist 2023",https://www.capitalethiopia.com/2022/12/18/somalia-ethiopia-and-afghanistan-tops-ircs-emergency-watchlist-2023/,12-18-2022,0.207,0.715,0.077,-0.9882,negative
170,170,Cosmo Trading files charges demanding close to 80 million birr,https://www.capitalethiopia.com/2022/12/11/cosmo-trading-files-charges-demanding-close-to-80-million-birr/,12-11-2022,0.125,0.754,0.121,-0.3182,negative
171,171,Goh Betoch hits the ground running in its first year,https://www.capitalethiopia.com/2022/12/11/goh-betoch-hits-the-ground-running-in-its-first-year/,12-11-2022,0.054,0.799,0.147,0.9928,positive
172,172,"Germany, Ethiopia link to optimize energy consumption, self-supply",https://www.capitalethiopia.com/2022/12/11/germany-ethiopia-link-to-optimize-energy-consumption-self-supply/,12-11-2022,0.0,0.629,0.371,0.9918,positive
173,173,"Conflict, Climate Change drives millions of Ethiopian children out of school",https://www.capitalethiopia.com/2022/12/11/conflict-climate-change-drives-millions-of-ethiopian-children-out-of-school/,12-11-2022,0.112,0.794,0.094,-0.743,negative
174,174,City Admin imposes ban on property transfer,https://www.capitalethiopia.com/2022/12/11/city-admin-imposes-ban-on-property-transfer/,12-11-2022,0.217,0.709,0.074,-0.9804,negative
175,175,Prof. Stefan Dercon shares development angles at the ‘Chocolate & Coffee...,https://www.capitalethiopia.com/2022/12/11/prof-stefan-dercon-shares-development-angles-at-the-chocolate-coffee-talks/,12-11-2022,0.048,0.837,0.115,0.4404,positive
176,176,African Airlines to post losses as industry worldwide returns to profit...,https://www.capitalethiopia.com/2022/12/11/african-airlines-to-post-losses-as-industry-worldwide-returns-to-profit-in-2023/,12-11-2022,0.105,0.705,0.19,0.9926,positive
177,177,Ethiopia successfully hosts the 17th Internet Governance Forum,https://www.capitalethiopia.com/2022/12/04/ethiopia-successfully-hosts-the-17th-internet-governance-forum/,12-04-2022,0.014,0.775,0.211,0.9981,positive
178,178,"Learning poverty becomes more pronounced, reports signal",https://www.capitalethiopia.com/2022/12/04/learning-poverty-becomes-more-pronounced-reports-signal/,12-04-2022,0.084,0.725,0.191,0.9854,positive
179,179,Rotary Club of Addis Ababa Bole donates 6.8 million birr worth...,https://www.capitalethiopia.com/2022/12/04/rotary-club-of-addis-ababa-bole-donates-6-8-million-birr-worth-of-diagnostic-treatment-equipment-to-afar-region/,12-04-2022,0.054,0.915,0.031,-0.7096,negative
180,180,MoTRI gives law abiding exporters the green light,https://www.capitalethiopia.com/2022/12/04/motri-gives-law-abiding-exporters-the-green-light/,12-04-2022,0.027,0.879,0.094,0.9886,positive
181,181,IPDC inks contractual agreement with three investors,https://www.capitalethiopia.com/2022/12/04/ipdc-inks-contractual-agreement-with-three-investors/,12-04-2022,0.0,0.819,0.181,0.9889,positive
182,182,Dashen Bank scoops international award for its digital revolution,https://www.capitalethiopia.com/2022/12/04/dashen-bank-scoops-international-award-for-its-digital-revolution/,12-04-2022,0.0,0.765,0.235,0.9792,positive
183,183,Second power transfer tests to Kenya to start next week,https://www.capitalethiopia.com/2022/11/27/second-power-transfer-tests-to-kenya-to-start-next-week/,11-27-2022,0.0,0.907,0.093,0.9861,positive
184,184,The 8th International Congress “SKIN ON THE MOVE” successfully held across...,https://www.capitalethiopia.com/2022/11/27/the-8th-international-congress-skin-on-the-move-successfully-held-across-ethiopia/,11-27-2022,0.07,0.778,0.152,0.8807,positive
185,185,"IGAD, ILO hold training on labour migration governance",https://www.capitalethiopia.com/2022/11/27/igad-ilo-hold-training-on-labour-migration-governance/,11-27-2022,0.03,0.826,0.144,0.9607,positive
186,186,Santim Pay at the heart of seamless digital payments,https://www.capitalethiopia.com/2022/11/27/santim-pay-at-the-heart-of-seamless-digital-payments/,11-27-2022,0.03,0.869,0.101,0.9371,positive
187,187,IRC launch job-matching application portal,https://www.capitalethiopia.com/2022/11/27/irc-launch-job-matching-application-portal/,11-27-2022,0.05,0.763,0.187,0.9935,positive
188,188,EU injects €33 million to restore education in Ethiopia’s conflict stricken...,https://www.capitalethiopia.com/2022/11/27/eu-injects-e33-million-to-restore-education-in-ethiopias-conflict-stricken-areas/,11-27-2022,0.104,0.712,0.183,0.9772,positive
189,189,Sugar Corp requests bidders to extend price validity,https://www.capitalethiopia.com/2022/11/27/sugar-corp-requests-bidders-to-extend-price-validity/,11-27-2022,0.035,0.85,0.115,0.9578,positive
190,190,Oman Celebrates 52nd National Day,https://www.capitalethiopia.com/2022/11/21/oman-celebrates-52nd-national-day/,11-21-2022,0.033,0.728,0.239,0.9999,positive
191,191,"EthSwitch, Oromia Bank, Mastercard partner for seamless transactions",https://www.capitalethiopia.com/2022/11/20/ethswitch-oromia-bank-mastercard-partner-for-seamless-transactions/,11-20-2022,0.007,0.841,0.152,0.9758,positive
192,192,"Low-carbon transition signaled to have daunting implications, report reveals",https://www.capitalethiopia.com/2022/11/20/low-carbon-transition-signaled-to-have-daunting-implications-report-reveals/,11-20-2022,0.088,0.813,0.099,0.3567,positive
193,193,National Investment Group strategically anchors itself to “Build The Nation”,https://www.capitalethiopia.com/2022/11/20/national-investment-group-strategically-anchors-itself-to-build-the-nation/,11-20-2022,0.0,0.939,0.061,0.8225,positive
194,194,Gov’t to privatize 40% of Ethio telecom,https://www.capitalethiopia.com/2022/11/20/govt-to-privatize-40-of-ethio-telecom/,11-20-2022,0.045,0.793,0.162,0.9287,positive
195,195,"Over 327,000 visitors flock EIMA 2022",https://www.capitalethiopia.com/2022/11/20/over-327000-visitors-flock-eima-2022/,11-20-2022,0.051,0.767,0.182,0.9842,positive
196,196,UNIC sets to expand its capital to grip the insurance market,https://www.capitalethiopia.com/2022/11/19/unic-sets-to-expand-its-capital-to-grip-the-insurance-market/,11-19-2022,0.014,0.83,0.156,0.9952,positive
197,197,Zemen plans to bulge its capital as it registers yet another...,https://www.capitalethiopia.com/2022/11/19/zemen-plans-to-bulge-its-capital-as-it-registers-yet-another-successful-year/,11-19-2022,0.011,0.826,0.163,0.9948,positive
198,198,Berhan bank attains holistic growth,https://www.capitalethiopia.com/2022/11/19/berhan-bank-attains-holistic-growth/,11-19-2022,0.016,0.783,0.201,0.9908,positive
199,199,Huawei awards 2022 ICT global final competition winners,https://www.capitalethiopia.com/2022/11/19/huawei-awards-2022-ict-global-final-competition-winners/,11-19-2022,0.011,0.681,0.307,0.998,positive
200,200,Ethiopia starts commemorating World Polio Day in Afar,https://www.capitalethiopia.com/2022/11/19/ethiopia-starts-commemorating-world-polio-day-in-afar-2/,11-19-2022,0.054,0.751,0.194,0.9873,positive
201,201,Eima International attracts huge crowds,https://www.capitalethiopia.com/2022/11/19/eima-international-attracts-huge-crowds/,11-19-2022,0.018,0.834,0.148,0.9922,positive
202,202,Local Peace-building and National Peace Interaction in Benshangul and Gambella,https://www.capitalethiopia.com/2022/11/19/local-peace-building-and-national-peace-interaction-in-benshangul-and-gambella/,11-19-2022,0.045,0.654,0.301,0.9962,positive
203,203,Bankers caution for a stepwise sector open up,https://www.capitalethiopia.com/2022/11/06/bankers-caution-for-a-stepwise-sector-open-up/,11-06-2022,0.056,0.804,0.14,0.9923,positive
204,204,5G goes live in Adama,https://www.capitalethiopia.com/2022/11/06/5g-goes-live-in-adama/,11-06-2022,0.023,0.821,0.156,0.9899,positive
